,text,star,Corrected_scent,app_id,reviewDate
633,"I have been playing since this game came out, but after the few update, the game is getting worse that why I uninstalled the game. If it is possible to rollback the update please do it and go back to Patagonia Update.",1,"I have been playing since this game came out, but after the few update, the game is getting worse, that why I installed the game. If it is possible to rollback the update, please do it and go back to Patonia Update.",com.gameloft.android.ANMP.GloftA8HM,18/03/21
634,Can't play multiplayer mode with cellular data and can be only played by WiFi.,2,Can't play multiplayer mode with cellular data and can be only played by WiFi.,com.gameloft.android.ANMP.GloftA8HM,18/03/21
635,I love the game soo much but i was installing the game it stucked at 71% and later it moved to 81% but it stucked again and this thing does not moved again please fix the problem and make downloading FAST!!! Thankyou,1,"I love the game too much, but i was installing the game. It stuck at 71% and later it moved to 81%, but it stuck again. Please, please, the problem and make downloading fast!!! &thankyou!",com.gameloft.android.ANMP.GloftA8HM,18/03/21
636,Best game😁😁😁😁😁,5,Best Game,com.gameloft.android.ANMP.GloftA8HM,18/03/21
637,This game got some insane graphics,5,This game got some insane graphics.,com.gameloft.android.ANMP.GloftA8HM,18/03/21
638,I played this game in 2015 then still bikes aren't added again in 2019 I played this game is so nice that is the reason again I decided to play this game in 2021,5,I played this game in 2015; then still bikes aren't added again in 2019; I played this game is so nice that is the reason again I decided to play this game in 2021.,com.gameloft.android.ANMP.GloftA8HM,18/03/21
639,Thank you to me like cool game,5,Thank you to me like cool game.,com.gameloft.android.ANMP.GloftA8HM,18/03/21
640,It's one of the best racing games on mobile but one thing I really hate is that it's PAY TO WIN!,1,"It's one of the best racing games on mobile, but one thing I really hate is that it's pay to win!",com.gameloft.android.ANMP.GloftA8HM,18/03/21
641,Nice but big big files I download it two times already,5,"Nice, but big files I download it twice already.",com.gameloft.android.ANMP.GloftA8HM,18/03/21
642,"I used to love this game, I had to uninstall it but then I re installed it again My account was logged in to Google play but still I lost all my data of the past two years..... Asphalt pls help me with this I have to start from the beginning otherwise 😭",2,"I used to love this game, I had to install it, but then I re installed it again. My account waslogged in to Google Play, but still I lost all my data of the past two years..... Asphalt pls help me with this. I have to start from the beginning otherwise.",com.gameloft.android.ANMP.GloftA8HM,18/03/21
643,It has real graphics and everything and it excites me,5,It has real graphics and everything and it excites me.,com.gameloft.android.ANMP.GloftA8HM,18/03/21
644,"This is my favorite video game ever!!! Totally recommend it!!! I thought of a car for you guys to add: the Polaris Slingshot. Also, since you have an agreement to put Subaru cars in the game, any chance of the BRZ making the cut? It's basically Subaru's version of the Scion FR-S, so it could have the same stats as the FR-S. One thing that needs to be fixed though is the ""A gamepad has been detected"" pop-up when Bluetooth isn't even ON.",5,"This is my favorite video game ever!!! Totally recommend it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!, pop-up when Bluetooth isn't even on.",com.gameloft.android.ANMP.GloftA8HM,18/03/21
645,Amazing,5,Amazing,com.gameloft.android.ANMP.GloftA8HM,17/03/21
646,Its dope,5,It's Dope.,com.gameloft.android.ANMP.GloftA8HM,17/03/21
647,Dude whoever tries the game out just make sure you're not going to be addicted to it coz this game can be very addictive,5,Dudewhoevertries the game out just make sure you're not going to be addicted to it (coz) This game can be very addictive.,com.gameloft.android.ANMP.GloftA8HM,17/03/21
648,Been playing since it came out it turned into p2w I wouldn't reccomend downloading unless your ready to spend hundreds of hours grinding 1 mission over and over just to get enough money,1,"Been playing since it came out it turned into p2w, I wouldn't recommend downloading unless you ready to spend hundreds of hours grinding 1 mission over and over just to get enough money.",com.gameloft.android.ANMP.GloftA8HM,17/03/21
649,good,5,good.,com.gameloft.android.ANMP.GloftA8HM,17/03/21
650,This game is amazing and I can get many and the more you get more car more you dominate other players,5,"This game is amazing, and I can get many, and the more you get more car, more you dominate other players.",com.gameloft.android.ANMP.GloftA8HM,17/03/21
651,good game,5,good game.,com.gameloft.android.ANMP.GloftA8HM,17/03/21
652,Amazing,5,Amazing,com.gameloft.android.ANMP.GloftA8HM,17/03/21
653,"The game is extremely wonderful,it goes beyond one's expectation..",5,"The game is extremely wonderful, it goes beyond one's expectation.",com.gameloft.android.ANMP.GloftA8HM,17/03/21
654,Waste your times,1,Waste your times.,com.ludo.king,18/03/21
655,very good game I haveno problem but I can notopen thedice likeother ex ludoclub it can allowyouto openthe dicean not has other problem please treat it👏👍,3,"Very good game, I haveno problem, but I can notopen thedice likeother ex-ludoclub, it can allowyouto open the dicean, not has other problem please treat it.",com.ludo.king,18/03/21
656,Really i loved it..childhood memories recollected..,4,"Really, I loved it...childhood memories recollected.",com.ludo.king,18/03/21
657,fun game,5,fun game.,com.ludo.king,18/03/21
658,Good,5,Good,com.ludo.king,18/03/21
659,All game was fixed and now it's become very very boring and one sided game .,1,All game was fixed and now it's become very boring and one-sided game.,com.ludo.king,18/03/21
660,Worst,1,Worst,com.ludo.king,18/03/21
661,"They should add a fair dice mode. There are clear overrides like 6 for opponent, after you cross opponent entry square to make it interesting. At the end, giving the number you are waiting for to the opponent etc.. are interesting, but becomes predictable.",1,"They should add a fair dice mode. There are clear overrides like 6% for opponent, after you cross opponent entry square to make it interesting. At the end, giving the number you are waiting for to the opponent etc., are interesting but becomes predictable.",com.ludo.king,18/03/21
662,Good updated,3,Good updated,com.ludo.king,18/03/21
663,very good game,5,Very good game.,com.ludo.king,18/03/21
664,Bias winnings. Last update there are no chance of winning multiple games. Something in the programme it not a random throw every time as you make out. Many people are saying the same thing,1,"Bias winnings Last update There are no chance of winning multiple games, something in the programme it not a random throw every time as you make out. Many people are saying the same thing.",com.ludo.king,18/03/21
665,"plzzz never download this application. Everthing is fixed, who will win its their choice. Fake app, worst app ever i seen. Wastage of time only, plzzzz dont download this app.... plzzz plzzzz",1,"plzzzz never download this app. Everthing is fixed, who will win its choice. Fake app, worst app ever i seen. Wastage of time only, plzzzz dont download this app.... plzzzz.",com.ludo.king,18/03/21
666,very interesting,5,Very interesting.,com.ludo.king,18/03/21
667,Super 👌,5,Super,com.ludo.king,18/03/21
668,Wow super i love this,5,"Wow, super, I love this.",com.ludo.king,18/03/21
669,Nice,4,Nice.,com.ludo.king,18/03/21
670,Best,5,Best,com.ludo.king,18/03/21
671,Thish game is fake not a winner but you can collect coins and you also winner,2,"Thish game is fake, not a winner, but you can collect coins and you also winner.",com.ludo.king,18/03/21
672,Ludoking,5,Ludoking,com.ludo.king,18/03/21
673,Jos NHK Burj Houten b zA,3,"Jos, NHK, Burj, Outen, B-Za.",com.ludo.king,18/03/21
674,everything is good except the algorithm..most of the time you wont get the desire number after hundred of attempts. many times your opponent get many sixes but you won't get a single six after hundred of try that's how frustrating is the algorithm of this game😠,2,"Everything is good except the algorithm. Most of the time you won't get the desire number after hundred of attempts. Many times your opponent get many sixes, but you won't get a single six after hundred of try. That's how frustrating is the algorithm of this game.",com.ludo.king,18/03/21
675,I really enjoy this game especially with my friends and family. However this 1k cap is really frustrating as this does not allow us to play for bigger amounts and enjoy ourselves. I do understand the reason behind the cap however this is probably a minority of people. However you have punished the majority of people who enjoy themselves. When will you remove this cap?,1,"I really enjoy this game, especially with my friends and family, but this 1k cap is really frustrating, as this does not allow us to play for bigger amounts and enjoy ourselves. I do understand the reason behind the cap, but this is probably a minority of people. However, you have punished the majority of people who enjoy themselves.",com.ludo.king,18/03/21
676,Nice game,5,Nice game.,com.ludo.king,18/03/21
677,all ok,5,All OK.,com.ludo.king,18/03/21
678,Janki devi,2,Janki devi,com.ludo.king,18/03/21
679,Good game,5,Good game.,com.ludo.king,18/03/21
680,Ludo king is worlds third class game app Jab se isme sonu sood ka photo laga ha game sad gaya hai Jhandu game I deleted it,1,"Ludo King is world's third-class game app, Jab Se Iseu Sood Ka photo, Lalaga ha game sad gaya hai Jidu game I deleted it.",com.ludo.king,18/03/21
681,Owsom 😍,5,Owsom,com.ludo.king,18/03/21
682,Nice timepass,5,Nice timepass.,com.ludo.king,18/03/21
683,Not daownload,5,Not daownload.,com.ludo.king,18/03/21
684,Super,5,Super,com.ludo.king,18/03/21
685,Best games,5,Best Games,com.ludo.king,18/03/21
686,Amazing,5,Amazing,com.ludo.king,18/03/21
687,Very good,5,Very good.,com.ludo.king,18/03/21
688,Mra voice chat nhi ho pa rha pls solve this,1,Mra voice chat nhi ho pa rha pls solve this.,com.ludo.king,18/03/21
689,RajendraNegi,5,Rajendranegi,com.ludo.king,18/03/21
690,Coin issue. Bhut aata hi bad game,1,Coin issue. Bhut aata hi bad game.,com.ludo.king,18/03/21
691,Gud,5,Gud,com.ludo.king,18/03/21
692,Amazing,2,Amazing,com.ludo.king,18/03/21
693,Nice,5,Nice.,com.ludo.king,18/03/21
694,Great Good Sansaar Top most game play appp in india ...................... Wooooo wooooooooooo,5,Great Good Sansaar Top Most game play app in India......................................woowooooooooooo!,com.ludo.king,18/03/21
695,Right,5,Right.,com.ludo.king,18/03/21
696,Lx rahul,5,Lx-Rahul,com.ludo.king,18/03/21
697,Bahut madarchood aap hai,1,Bahut madarchood aap hai.,com.ludo.king,18/03/21
698,Very bad,1,Very bad.,com.ludo.king,18/03/21
699,This is the very best game 🙂🙂🙂👍❤️🙄❤️,4,This is the very best game.,com.ludo.king,18/03/21
